Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3770180;1000469228470936146;63835605760133;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770200;1000469228570962504;63835605760133;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770220;1000469228671002589;63835605760133;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770240;1000469228771024871;63835605760133;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770260;1000469228871052557;63835605760133;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770280;1000469228971084706;63835605760179;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770300;1000469229071104659;63835605760276;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770320;1000469229171136274;63835605760389;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770340;1000469229271156380;63835605760478;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770360;1000469229371175083;63835605760578;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770380;1000469229471275192;63835605760678;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770400;1000469229571287528;63835605760778;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770420;1000469229671301174;63835605760878;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770440;1000469229771326426;63835605760979;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.028, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770460;1000469229871338379;63835605761078;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770480;1000469229971418653;63835605761178;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770500;1000469230071429245;63835605761278;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770520;1000469230171435897;63835605761378;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770540;1000469230271518448;63835605761489;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770560;1000469230371520665;63835605761578;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770580;1000469230471591424;63835605761678;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770600;1000469230571605699;63835605761778;(0.387, 0.729, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770620;1000469230671605318;63835605761878;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770640;1000469230771673502;63835605761976;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770660;1000469230871675776;63835605762078;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770680;1000469230971740092;63835605762178;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770700;1000469231071801682;63835605762278;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770720;1000469231171792052;63835605762379;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770740;1000469231271851074;63835605762478;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770760;1000469231371913429;63835605762589;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770780;1000469231471966347;63835605762678;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770800;1000469231572017282;63835605762778;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770820;1000469231672003129;63835605762878;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770840;1000469231772053149;63835605762978;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770860;1000469231872101219;63835605763078;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770880;1000469231972145073;63835605763178;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770900;1000469232072188922;63835605763278;(0.387, 0.730, 0.489);(-0.016, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
3770920;1000469232172232344;63835605763378;(0.387, 0.730, 0.489);(-0.015, -0.758, -0.029, 0.651);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
